item-no,pos-in-chrono,jencks-name,last-name,first-name,item-type,viaf-link,wikipedia-link,getty-link,born,died,works-in-htdl,unvrf-built-bio-comparisons,top-terms
286,1970,Moore,Moore,Charles (Willard),person,http://viaf.org/viaf/108418919,https://en.wikipedia.org/wiki/Charles_Moore_(architect),,10/31/1925,12/16/1993,9999,,term1 term2 term3 term4 term5
287,1909,Moser,Moser,Karl,person,http://viaf.org/viaf/3263091,https://en.wikipedia.org/wiki/Karl_Moser,,8/10/1860,2/28/1936,0,0,term1 term2 term3 term4 term5
288,1989,MOSS,Moss,Eric Owen,person,http://viaf.org/viaf/111523176,https://en.wikipedia.org/wiki/Eric_Owen_Moss,,7/25/1943,,9999,,term1 term2 term3 term4 term5
289,2001,Mozuma,Mozuma,,,,"https://en.wikipedia.org/wiki/Mazuma,_Nevada",,,,,,term1 term2 term3 term4 term5
290,1913,Muthesius,Muthesius,Hermann,person,http://viaf.org/viaf/36994033,https://en.wikipedia.org/wiki/Hermann_Muthesius,,4/20/1861,10/29/1927,0,0,term1 term2 term3 term4 term5
291,1936,Muzio,Muzio,Giovanni,person,http://viaf.org/viaf/3270688,https://en.wikipedia.org/wiki/Giovanni_Muzio,,2/12/1893,5/21/1982,0,0,term1 term2 term3 term4 term5
292,1997,Navarro ecological design,Navarro,Agustin,person,http://viaf.org/viaf/96203323,https://en.wikipedia.org/wiki/Agust%C3%ADn_Hern%C3%A1ndez_Navarro,,2/29/1924,11/10/2022,0,0,term1 term2 term3 term4 term5
293,1951,Neutra,Neutra,Richard,person,http://viaf.org/viaf/66513638,https://en.wikipedia.org/wiki/Richard_Neutra,,4/8/1892,4/16/1970,9999,,term1 term2 term3 term4 term5
294,1955,Niemeyer,Niemeyer,Oscar,person,http://viaf.org/viaf/95725437,https://en.wikipedia.org/wiki/Oscar_Niemeyer,,12/15/1907,12/5/2012,0,0,term1 term2 term3 term4 term5
295,1964,Niemeyer,Niemeyer,Oscar,person,http://viaf.org/viaf/95725437,https://en.wikipedia.org/wiki/Oscar_Niemeyer,,12/15/1907,12/5/2012,0,0,term1 term2 term3 term4 term5
296,1973,Nikken Sekki,Nikken Sekki,,firm,http://viaf.org/viaf/134336057,https://en.wikipedia.org/wiki/Nikken_Sekkei,,,,0,0,term1 term2 term3 term4 term5
297,1973,Norberg-Schulz,Norberg-Schulz,Christian,person,http://viaf.org/viaf/108178407,https://en.wikipedia.org/wiki/Christian_Norberg-Schulz,,5/23/1926,3/28/2000,9999,,term1 term2 term3 term4 term5
298,1992,NOUVEL,Nouvel,Jean,person,http://viaf.org/viaf/95789815,https://en.wikipedia.org/wiki/Jean_Nouvel,,8/12/1945,,9999,46,term1 term2 term3 term4 term5
299,1901,Olbrich,Olbrich,Joseph Maria,person,http://viaf.org/viaf/39646235,https://en.wikipedia.org/wiki/Joseph_Maria_Olbrich,,12/22/1867,9/8/1908,0,0,term1 term2 term3 term4 term5
300,1926,Osa,Osa,,,,https://en.wikipedia.org/wiki/OSA_Group,,1925,1930,0,0,term1 term2 term3 term4 term5
301,1919,Ostberg,Ostberg,Ragnar,person,http://viaf.org/viaf/54274637,https://en.wikipedia.org/wiki/Ragnar_%C3%96stberg,,7/14/1866,2/5/1945,0,0,term1 term2 term3 term4 term5
302,1922,Oud,Oud,J.J.,person,http://viaf.org/viaf/59169249,https://en.wikipedia.org/wiki/J._J._P._Oud,,2/9/1890,4/5/1963,0,0,term1 term2 term3 term4 term5
303,1980,Outram,Outram,John,person,http://viaf.org/viaf/44136111,https://en.wikipedia.org/wiki/John_Outram,,6/21/1934,,0,0,term1 term2 term3 term4 term5
304,1910,Parker & Unwin,Parker,Richard Barry,,http://viaf.org/viaf/35379988,https://en.wikipedia.org/wiki/Richard_Barry_Parker,,11/18/1867,2/21/1947,0,0,term1 term2 term3 term4 term5
305,1986,Pattern Language,Pattern Language,,book,http://viaf.org/viaf/9246156858511749780007,https://en.wikipedia.org/wiki/A_Pattern_Language,,1977,,0,0,term1 term2 term3 term4 term5
306,1979,Pei,Pei,I M,person,http://viaf.org/viaf/2491588,https://en.wikipedia.org/wiki/I._M._Pei,,4/26/1917,5/16/2019,0,0,term1 term2 term3 term4 term5
307,1989,Pelli,Pelli,Cesar,person,http://viaf.org/viaf/109411704,https://en.wikipedia.org/wiki/C%C3%A9sar_Pelli,,10/12/1926,7/19/2019,9999,,term1 term2 term3 term4 term5
308,1997,Pelli,Pelli,Cesar,person,http://viaf.org/viaf/109411704,https://en.wikipedia.org/wiki/C%C3%A9sar_Pelli,,10/12/1926,7/19/2019,9999,,term1 term2 term3 term4 term5
309,1999,Perrella,Perrella,Stephen,person,http://viaf.org/viaf/24682120,https://www.archpaper.com/2008/03/stephen-perrella-1956-2008/,,,,0,0,term1 term2 term3 term4 term5
310,1901,Perret,Perret,Auguste,person,http://viaf.org/viaf/32045176,https://en.wikipedia.org/wiki/Auguste_Perret,,2/12/1874,2/25/1954,0,0,term1 term2 term3 term4 term5
311,1923,PESSAC,PESSAC,,,,,,,,0,0,term1 term2 term3 term4 term5
312,1942,Piacentini,Piacentini,Marcello,person,http://viaf.org/viaf/39370470,https://en.wikipedia.org/wiki/Marcello_Piacentini,,12/8/1881,5/19/1960,0,0,term1 term2 term3 term4 term5
313,1972,Pietila,Pietilä,Reima,person,http://viaf.org/viaf/95709497,https://en.wikipedia.org/wiki/Reima_and_Raili_Pietil%C3%A4,,8/25/1923,8/26/1993,0,0,term1 term2 term3 term4 term5
314,1909,Pite,Pite,Arthur Beresford,person,http://viaf.org/viaf/24493730,https://en.wikipedia.org/wiki/Arthur_Beresford_Pite,,9/2/1861,11/27/1934,0,0,term1 term2 term3 term4 term5
315,1914,Poelzig,Poelzig,Hans,person,http://viaf.org/viaf/85540,https://en.wikipedia.org/wiki/Hans_Poelzig,,04/30/1869,6/14/1936,0,0,term1 term2 term3 term4 term5
316,1948,Poliakov,Poliakov,Léon,person,http://viaf.org/viaf/9852041,https://en.wikipedia.org/wiki/L%C3%A9on_Poliakov,,11/25/1910,12/8/1997,9999,,term1 term2 term3 term4 term5
317,1949,Ponti,Ponti,Gio,person,http://viaf.org/viaf/108666789,https://en.wikipedia.org/wiki/Gio_Ponti,,11/18/1891,9/16/1979,9999,,term1 term2 term3 term4 term5
318,1998,Porphyrios,Porphyrios,Demetri,person,http://viaf.org/viaf/27138236,https://en.wikipedia.org/wiki/Demetri_Porphyrios,,1949,,0,0,term1 term2 term3 term4 term5
319,1992,Predock,Predock,Antoine,person,http://viaf.org/viaf/10655261,https://en.wikipedia.org/wiki/Antoine_Predock,,6/24/1936,3/2/2024,9999,,term1 term2 term3 term4 term5
320,1961,Price,Price,Cedric,person,http://viaf.org/viaf/95693676,https://en.wikipedia.org/wiki/Cedric_Price,,9/11/1934,8/10/2003,9999,,term1 term2 term3 term4 term5
321,1974,Prince,Prince,Bart,person,http://viaf.org/viaf/236149294282880521410,https://en.wikipedia.org/wiki/Bart_Prince,,6/24/1947,,0,0,term1 term2 term3 term4 term5
322,1908,Prior,Prior,Edward Schroeder,person,http://viaf.org/viaf/878688,https://en.wikipedia.org/wiki/Edward_Schroeder_Prior,,1/4/1852,8/19/1932,0,0,term1 term2 term3 term4 term5
323,1993,Prix,Prix,Wolf Dieter,person,http://viaf.org/viaf/15031103,https://en.wikipedia.org/wiki/Wolf_Dieter_Prix,,12/13/1942,,0,0,term1 term2 term3 term4 term5
324,1930,radburn,Radburn,,,,https://en.wikipedia.org/wiki/Radburn_design_housing,,,,0,0,term1 term2 term3 term4 term5
325,1953,Rainer,Rainer,Arnulf,person,http://viaf.org/viaf/59210402,https://en.wikipedia.org/wiki/Arnulf_Rainer,,12/8/1929,,0,0,term1 term2 term3 term4 term5
326,1934,Raymond,Raymond,Antonin,person,http://viaf.org/viaf/30404415,https://en.wikipedia.org/wiki/Antonin_Raymond,,5/10/1888,10/25/1976,9999,,term1 term2 term3 term4 term5
327,1951,Reidy,Reidy,Affonso Eduardo,person,http://viaf.org/viaf/10641213,https://en.wikipedia.org/wiki/Affonso_Eduardo_Reidy,,10/26/1909,8/10/1964,9999,,term1 term2 term3 term4 term5
328,1994,Rewal,Rewal,Raj,person,http://viaf.org/viaf/3450149068574465730003,https://en.wikipedia.org/wiki/Raj_Rewal,,11/24/1934,,9999,,term1 term2 term3 term4 term5
330,1926,Rietveld,Rietveld,Gerrit,person,http://viaf.org/viaf/15562113,https://en.wikipedia.org/wiki/Gerrit_Rietveld,,6/24/1888,6/25/1964,0,0,term1 term2 term3 term4 term5
331,1935,Rimpl,Rimpl,Herbert,person,http://viaf.org/viaf/25504183,https://de.wikipedia.org/wiki/Herbert_Rimpl,,1/25/1902,6/2/1978,0,0,term1 term2 term3 term4 term5
332,1968,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/1922,3/1/2019,9999,,term1 term2 term3 term4 term5
333,1976,Roche,Roche,Kevin,person,http://viaf.org/viaf/40170981,https://en.wikipedia.org/wiki/Kevin_Roche,,6/14/1922,3/1/2019,9999,,term1 term2 term3 term4 term5
334,1918,Rodchenko,Rodchenko,Alexander,person,http://viaf.org/viaf/56633412,https://en.wikipedia.org/wiki/Alexander_Rodchenko,,12/05/1891,12/3/1956,0,0,term1 term2 term3 term4 term5
335,1993,ROGERS,Rogers,Richard,person,http://viaf.org/viaf/90597250,https://en.wikipedia.org/wiki/Richard_Rogers,,7/23/1933,12/18/2021,0,0,term1 term2 term3 term4 term5
336,1958,Ronchamp,Ronchamp,,,http://viaf.org/viaf/155939852,https://en.wikipedia.org/wiki/Ronchamp,,,,0,0,term1 term2 term3 term4 term5
337,1976,Rossi,Rossi,Aldo,person,http://viaf.org/viaf/100223891,https://en.wikipedia.org/wiki/Aldo_Rossi,,5/3/1931,9/4/1997,9999,,term1 term2 term3 term4 term5
338,1985,ROSSI,Rossi,Aldo,person,http://viaf.org/viaf/100223891,https://en.wikipedia.org/wiki/Aldo_Rossi,,5/3/1931,9/4/1997,9999,,term1 term2 term3 term4 term5
339,1980,Rowe,Rowe,Colin,person,http://viaf.org/viaf/100255972,https://en.wikipedia.org/wiki/Colin_Rowe,,3/27/1920,11/5/1999,9999,,term1 term2 term3 term4 term5
340,1953,Rudolph,Rudolph,Paul,person,http://viaf.org/viaf/161676,https://en.wikipedia.org/wiki/Paul_Rudolph_(architect),,10/23/1918,8/8/1997,9999,,term1 term2 term3 term4 term5
341,1991,"S,M,L,XL","S,M,L,XL",,,http://viaf.org/viaf/345144928979754440909,"https://en.wikipedia.org/wiki/S,M,L,XL",,10/31/1995,,0,0,term1 term2 term3 term4 term5
342,1900,Saarinen,Saarinen,Eliel,person,http://viaf.org/viaf/39471157,https://en.wikipedia.org/wiki/Eliel_Saarinen,,8/20/1873,7/1/1950,0,0,term1 term2 term3 term4 term5
343,1913,Saarinen,Saarinen,Eliel,person,http://viaf.org/viaf/39471157,https://en.wikipedia.org/wiki/Eliel_Saarinen,,8/20/1873,7/1/1950,0,0,term1 term2 term3 term4 term5
344,1956,Saarinen,Saarinen,Eero,person,http://viaf.org/viaf/41868977,https://en.wikipedia.org/wiki/Eero_Saarinen,,8/20/1910,9/1/1961,9999,,term1 term2 term3 term4 term5
345,1941,Sagebiel,Sagebiel,Ernst,person,http://viaf.org/viaf/20439598,https://en.wikipedia.org/wiki/Ernst_Sagebiel,,10/2/1892,3/5/1970,0,0,term1 term2 term3 term4 term5
346,1914,Sant-Elia,Sant-Elia,Antonio,person,http://viaf.org/viaf/64808203,https://en.wikipedia.org/wiki/Antonio_Sant%27Elia,,04/30/1888,10/10/1916,0,0,term1 term2 term3 term4 term5
347,1936,Sartoris,Sartoris,Alberto,person,http://viaf.org/viaf/117576649,https://fr.wikipedia.org/wiki/Alberto_Sartoris,,2/2/1901,3/8/1998,0,0,term1 term2 term3 term4 term5
348,1908,Sauvage,Sauvage,Henri,person,http://viaf.org/viaf/62348319,https://en.wikipedia.org/wiki/Henri_Sauvage,,05/10/1873,3/21/1932,0,0,term1 term2 term3 term4 term5
349,1974,Scarpa,Scarpa,Carlo,person,http://viaf.org/viaf/100173854,https://en.wikipedia.org/wiki/Carlo_Scarpa,,6/2/1906,11/28/1978,9999,,term1 term2 term3 term4 term5
350,1961,SCHAROUN,Scharoun,Hans,person,http://viaf.org/viaf/74645781,https://en.wikipedia.org/wiki/Hans_Scharoun,,9/20/1893,11/25/1972,9999,,term1 term2 term3 term4 term5
351,1917,Scheerbart,Scheerbart,Paul,person,http://viaf.org/viaf/44474928,https://en.wikipedia.org/wiki/Paul_Scheerbart,,01/08/1863,10/15/1915,0,0,term1 term2 term3 term4 term5
352,1990,Schenzen instant city,Schenzen,,,,,,,,0,0,term1 term2 term3 term4 term5
353,1929,SCHINDLER,Schindler,Rudolph,person,http://viaf.org/viaf/34535142,https://en.wikipedia.org/wiki/Rudolph_Schindler_(architect),,09/10/1887,8/22/1953,0,0,term1 term2 term3 term4 term5
354,1966,Shoeffer,Schöffer,Nicolas,,http://viaf.org/viaf/7396954,https://en.wikipedia.org/wiki/Nicolas_Sch%C3%B6ffer,,6-Sep-12,8-Jan-92,0,0,term1 term2 term3 term4 term5
355,1993,Schultes,Schultes,Axel ,,http://viaf.org/viaf/45103640,https://de.wikipedia.org/wiki/Axel_Schultes,,11/17/1943,,0,0,term1 term2 term3 term4 term5
356,1932,Schultze-Naumburg,Schultze-Naumburg,Paul,person,http://viaf.org/viaf/3269092,https://en.wikipedia.org/wiki/Paul_Schultze-Naumburg,,6/10/1869,5/19/1949,0,0,term1 term2 term3 term4 term5
357,1982,Scogin,Scogin,Mack,person,http://viaf.org/viaf/271334203,https://en.wikipedia.org/wiki/Mack_Scogin_Merrill_Elam,,1984,,0,0,term1 term2 term3 term4 term5
358,1906,Baillie Scott,Scott,Baillie,person,http://viaf.org/viaf/47554870,https://en.wikipedia.org/wiki/Baillie_Scott,,10/23/1865,2/10/1945,9999,,term1 term2 term3 term4 term5
359,1972,Scully,Scully,Vincent,person,http://viaf.org/viaf/108398033,https://en.wikipedia.org/wiki/Vincent_Scully,,8/21/1920,11/30/2017,9999,,term1 term2 term3 term4 term5
360,1970,Seifert,Seifert,Richard,person,http://viaf.org/viaf/96273574,https://en.wikipedia.org/wiki/Richard_Seifert,,11/25/1910,10/26/2001,0,0,term1 term2 term3 term4 term5
361,2002,Sejima,Sejima,Kazuyo,person,http://viaf.org/viaf/92989241,https://en.wikipedia.org/wiki/Kazuyo_Sejima,,10/29/1956,,9999,,term1 term2 term3 term4 term5
362,1905,Shaw,Shaw,George R. ,person,http://viaf.org/viaf/113267400,https://en.wikipedia.org/wiki/George_R._Shaw,,10/28/1848,1/15/1937,9999,,term1 term2 term3 term4 term5
363,1945,Shchusev,Shchusev,Alexey,,http://viaf.org/viaf/5674151778225418130007,https://en.wikipedia.org/wiki/Alexey_Shchusev,,10/8/1873,5/24/1949,0,0,term1 term2 term3 term4 term5
364,1966,,Shoeffer,,,,,,,,0,0,term1 term2 term3 term4 term5
365,2002,Short/Ford,Short/Ford,,,http://viaf.org/viaf/127755783,,,,,0,0,term1 term2 term3 term4 term5
366,2002,Simpson,Simpson,John,,http://viaf.org/viaf/7229426,https://en.wikipedia.org/wiki/John_Simpson_(architect),,11/9/1954,,0,0,term1 term2 term3 term4 term5
367,2002,Simpson,Simpson,John William,,http://viaf.org/viaf/7229426,https://en.wikipedia.org/wiki/John_William_Simpson,,9/9/1858,3/30/1933,9999,,term1 term2 term3 term4 term5
368,1953,Soleri,Soleri,Paolo,person,http://viaf.org/viaf/95771937,https://en.wikipedia.org/wiki/Paolo_Soleri,,6/21/1919,4/9/2013,9999,,term1 term2 term3 term4 term5
369,1985,SOM,SOM,,,http://viaf.org/viaf/95771937,https://en.wikipedia.org/wiki/SOM_(architectural_firm),,1936,,0,0,term1 term2 term3 term4 term5
370,1900,Sommaruga,Sommaruga,Giuseppe,,http://viaf.org/viaf/20893846,https://en.wikipedia.org/wiki/Giuseppe_Sommaruga,,1867,1917,0,0,term1 term2 term3 term4 term5
371,1947,Soto,Soto,Jesús Rafael,,http://viaf.org/viaf/17691,https://en.wikipedia.org/wiki/Jes%C3%BAs_Rafael_Soto,,6/5/1923,1/17/2005,0,0,term1 term2 term3 term4 term5
372,1986,Sottsass,Sottsass,Ettore,person,http://viaf.org/viaf/93197959,https://en.wikipedia.org/wiki/Ettore_Sottsass,,9/14/1917,12/31/2007,9999,,term1 term2 term3 term4 term5
373,1937,SPEER,Speer,Albert,person,http://viaf.org/viaf/17343524,https://en.wikipedia.org/wiki/Albert_Speer,,3/19/1905,9/1/1981,9999,,term1 term2 term3 term4 term5
374,2003,NOX,Spuybroek,Lars,,http://viaf.org/viaf/52768161,https://en.wikipedia.org/wiki/Lars_Spuybroek,,9/16/1959,,0,0,term1 term2 term3 term4 term5
375,1924,Steiner,Steiner,Rudolf,person,http://viaf.org/viaf/12315364,https://en.wikipedia.org/wiki/Rudolf_Steiner,,02/25/1861,3/30/1925,9999,,term1 term2 term3 term4 term5
376,1973,Stern,Stern,Robert A. M. ,person,http://viaf.org/viaf/79094876,https://en.wikipedia.org/wiki/Robert_A._M._Stern,,5/23/1939,,9999,,term1 term2 term3 term4 term5
377,1985,Stern,Stern,Robert A. M. ,person,http://viaf.org/viaf/79094876,https://en.wikipedia.org/wiki/Robert_A._M._Stern,,5/23/1939,,9999,,term1 term2 term3 term4 term5
378,1970,STIRLING,Stirling,James,person,http://viaf.org/viaf/64803040,https://en.wikipedia.org/wiki/James_Stirling_(architect),,4/22/1926,6/25/1992,9999,,term1 term2 term3 term4 term5
379,1985,STIRLING,Stirling,James,person,http://viaf.org/viaf/64803040,https://en.wikipedia.org/wiki/James_Stirling_(architect),,4/22/1926,6/25/1992,9999,,term1 term2 term3 term4 term5
380,1962,Stone,Stone,Edward Durell,person,http://viaf.org/viaf/92666920,https://en.wikipedia.org/wiki/Edward_Durell_Stone,,3/9/1902,8/6/1978,0,0,term1 term2 term3 term4 term5
381,1990,Takamatsu,Takamatsu,Shin,person,http://viaf.org/viaf/79072499,https://en.wikipedia.org/wiki/Shin_Takamatsu,,8/5/1948,,0,0,term1 term2 term3 term4 term5
382,2001,Takasaki,Takasaki,Masaharu,,http://viaf.org/viaf/30360828,,,1953,,0,0,term1 term2 term3 term4 term5
383,1960,Tange,Tange,Kenzo,person,http://viaf.org/viaf/92699968,https://en.wikipedia.org/wiki/Kenz%C5%8D_Tange,,9/4/1913,3/22/2005,9999,,term1 term2 term3 term4 term5
384,1972,Tange,Tange,Kenzo,person,http://viaf.org/viaf/92699968,https://en.wikipedia.org/wiki/Kenz%C5%8D_Tange,,9/4/1913,3/22/2005,9999,,term1 term2 term3 term4 term5
385,2000,Tange,Tange,Kenzo,person,http://viaf.org/viaf/92699968,https://en.wikipedia.org/wiki/Kenz%C5%8D_Tange,,9/4/1913,3/22/2005,9999,,term1 term2 term3 term4 term5
386,1919,Tatlin,Tatlin,Vladimir,person,http://viaf.org/viaf/34497985,https://en.wikipedia.org/wiki/Vladimir_Tatlin,,12/28/1885,5/31/1953,0,0,term1 term2 term3 term4 term5
387,1910,Taut,Taut,Bruno,person,http://viaf.org/viaf/17257069,https://en.wikipedia.org/wiki/Bruno_Taut,,04/04/1880,12/24/1938,9999,,term1 term2 term3 term4 term5
388,1929,Taut,Taut,Bruno,person,http://viaf.org/viaf/17257069,https://en.wikipedia.org/wiki/Bruno_Taut,,04/04/1880,12/24/1938,9999,,term1 term2 term3 term4 term5
389,1938,Teague,Teague,Walter Dorwin,person,http://viaf.org/viaf/17108898,https://en.wikipedia.org/wiki/Walter_Dorwin_Teague,,12/18/1883,12/5/1960,9999,,term1 term2 term3 term4 term5
390,1931,Terragni,Terragni,Giuseppe,person,http://viaf.org/viaf/40174669,https://en.wikipedia.org/wiki/Giuseppe_Terragni,,4/18/1904,7/19/1943,0,0,term1 term2 term3 term4 term5
391,1982,Terry,Terry,Quinlan,person,http://viaf.org/viaf/116401742,https://en.wikipedia.org/wiki/Quinlan_Terry,,7/24/1937,,9999,,term1 term2 term3 term4 term5
392,1912,TESSENOW,Tessenow,Heinrich,person,http://viaf.org/viaf/64800354,https://en.wikipedia.org/wiki/Heinrich_Tessenow,,4/7/1876,11/1/1950,0,0,term1 term2 term3 term4 term5
393,1967,The Whites,The Whites,,,http://viaf.org/viaf/145912003,,,,,0,0,term1 term2 term3 term4 term5
394,1993,Tigerman,Tigerman,Stanley,person,http://viaf.org/viaf/108825481,https://en.wikipedia.org/wiki/Stanley_Tigerman,,9/20/1930,6/3/2019,0,0,term1 term2 term3 term4 term5
395,1937,Troost,Troost,Paul,person,http://viaf.org/viaf/8165119,https://en.wikipedia.org/wiki/Paul_Troost,,8/17/1878,1/21/1934,0,0,term1 term2 term3 term4 term5
396,1992,Tschumi,Tschumi,Bernard,person,http://viaf.org/viaf/84184458,https://en.wikipedia.org/wiki/Bernard_Tschumi,,1/25/1944,,9999,,term1 term2 term3 term4 term5
397,1948,Tufaroli,Tufaroli,Mario,person,,https://it.wikipedia.org/wiki/Mario_Tufaroli_Luciano,,-,-,0,0,term1 term2 term3 term4 term5
398,1961,ULM,ULM,,,http://viaf.org/viaf/164037957,https://en.wikipedia.org/wiki/Ulm_School_of_Design,,1953,,0,0,term1 term2 term3 term4 term5
399,1980,Ungers,Ungers,Oswald,person,http://viaf.org/viaf/49341123,https://en.wikipedia.org/wiki/Oswald_Mathias_Ungers,,7/12/1926,9/30/2007,0,0,term1 term2 term3 term4 term5
400,1914,,Unwin,Raymond,,http://viaf.org/viaf/69044093,https://en.wikipedia.org/wiki/Raymond_Unwin,,11/2/1863,6/29/1940,0,0,term1 term2 term3 term4 term5
401,1997,Ushida-Findlay,Ushida Findlay,,,http://viaf.org/viaf/130639030,https://en.wikipedia.org/wiki/Ushida_Findlay_Architects,,1986,,0,0,term1 term2 term3 term4 term5
402,1958,Utzon,Utzon,Jørn,person,http://viaf.org/viaf/109411665,https://en.wikipedia.org/wiki/J%C3%B8rn_Utzon,,4/9/1918,11/29/2008,0,0,term1 term2 term3 term4 term5
403,1970,Utzon,Utzon,Jørn,person,http://viaf.org/viaf/109411665,https://en.wikipedia.org/wiki/J%C3%B8rn_Utzon,,4/9/1918,11/29/2008,0,0,term1 term2 term3 term4 term5
404,1963,Valle,Valle,Gino,person,http://viaf.org/viaf/96470811,https://it.wikipedia.org/wiki/Gino_Valle,,12/7/1923,9/30/2003,0,0,term1 term2 term3 term4 term5
405,1950,Vallingby,Vallingby,,,http://viaf.org/viaf/132708938,https://en.wikipedia.org/wiki/V%C3%A4llingby,,,,0,0,term1 term2 term3 term4 term5
406,1928,Van Alen,Van Alen,William,person,http://viaf.org/viaf/64813992,https://en.wikipedia.org/wiki/William_Van_Alen,,8/10/1883,5/24/1954,0,0,term1 term2 term3 term4 term5
407,1908,Van de Velde,Van de Velde,Henry,person,http://viaf.org/viaf/68944453,https://en.wikipedia.org/wiki/Henry_van_de_Velde,,4/3/1863,10/15/1957,0,0,term1 term2 term3 term4 term5
408,1925,Van Doesburg,Van Doesburg,Theo,person,http://viaf.org/viaf/308859473,https://en.wikipedia.org/wiki/Theo_van_Doesburg,,8/30/1883,3/7/1931,0,0,term1 term2 term3 term4 term5
409,1962,Van.Eyck,van Eyck,Aldo,person,http://viaf.org/viaf/185217848,https://en.wikipedia.org/wiki/Aldo_van_Eyck,,3/16/1918,1/14/1999,0,0,term1 term2 term3 term4 term5
410,1990,Vandenhove,Vandenhove,Charles,person,http://viaf.org/viaf/20520026,https://en.wikipedia.org/wiki/Charles_Vandenhove,,7/3/1927,1/22/2019,0,0,term1 term2 term3 term4 term5
411,1968,VENTURI,Venturi,Robert,person,http://viaf.org/viaf/108427049,https://en.wikipedia.org/wiki/Robert_Venturi,,6/25/1925,9/18/2018,9999,,term1 term2 term3 term4 term5
412,1923,Vesnin,Vesnin,Viktor,person,http://viaf.org/viaf/23605640,https://en.wikipedia.org/wiki/Viktor_Vesnin,,04/09/1882,9/17/1950,0,0,term1 term2 term3 term4 term5
413,2001,Vinoly,Vinoly,Rafael,person,http://viaf.org/viaf/25542313,https://en.wikipedia.org/wiki/Rafael_Vi%C3%B1oly,,6/1/1944,3/2/2023,0,0,term1 term2 term3 term4 term5
414,1944,Vopra,Vopra,,,,,,,,0,0,term1 term2 term3 term4 term5
415,1907,Voysey,Voysey,C.F.A.,person,http://viaf.org/viaf/13110832,https://en.wikipedia.org/wiki/C._F._A._Voysey,,5/28/1857,2/12/1941,9999,,term1 term2 term3 term4 term5
416,1901,WAGNER,Wagner,Otto,person,http://viaf.org/viaf/39439361,https://en.wikipedia.org/wiki/Otto_Wagner,,7/13/1841,4/11/1918,0,0,term1 term2 term3 term4 term5
417,1916,Webb,Webb,Philip,person,http://viaf.org/viaf/15634787,https://en.wikipedia.org/wiki/Philip_Webb,,1/12/1831,4/17/1915,0,0,term1 term2 term3 term4 term5
418,1904,WELWYN,Welwyn,,,,https://en.wikipedia.org/wiki/Welwyn,,,,0,0,term1 term2 term3 term4 term5
419,1993,Wilford,Wilford,Michael ,person,http://viaf.org/viaf/112845561,https://en.wikipedia.org/wiki/Michael_Wilford,,9/9/1938,3/10/2023,0,0,term1 term2 term3 term4 term5
420,1908,Wood ,Wood ,Cecil,person,http://viaf.org/viaf/96298784,https://en.wikipedia.org/wiki/Cecil_Wood_(architect),,6/6/1878,11/28/1947,0,0,term1 term2 term3 term4 term5
421,1903,WRIGHT,Wright,Frank Lloyd,person,http://viaf.org/viaf/27148716,https://en.wikipedia.org/wiki/Frank_Lloyd_Wright,,6/8/1867,4/9/1959,9999,,term1 term2 term3 term4 term5
422,1932,WRIGHT,Wright,Frank Lloyd,person,http://viaf.org/viaf/27148716,https://en.wikipedia.org/wiki/Frank_Lloyd_Wright,,6/8/1867,4/9/1959,9999,,term1 term2 term3 term4 term5
423,1938,WRIGHT,Wright,Frank Lloyd,person,http://viaf.org/viaf/27148716,https://en.wikipedia.org/wiki/Frank_Lloyd_Wright,,6/8/1867,4/9/1959,9999,,term1 term2 term3 term4 term5
424,1953,WRIGHT,Wright,Frank Lloyd,person,http://viaf.org/viaf/27148716,https://en.wikipedia.org/wiki/Frank_Lloyd_Wright,,6/8/1867,4/9/1959,9999,,term1 term2 term3 term4 term5
425,1967,Yamasaki,Yamasaki,Minoru,person,http://viaf.org/viaf/79409150,https://en.wikipedia.org/wiki/Minoru_Yamasaki,,12/1/1912,2/6/1986,0,0,term1 term2 term3 term4 term5
426,2001,YEANG,Yeang,Ken,person,http://viaf.org/viaf/73922661,https://en.wikipedia.org/wiki/Ken_Yeang,,10/6/1948,,9999,4,term1 term2 term3 term4 term5
427,1954,Zevi,Zevi,Bruno,person,http://viaf.org/viaf/108404731,https://en.wikipedia.org/wiki/Bruno_Zevi,,1/22/1918,1/9/2000,9999,,term1 term2 term3 term4 term5
428,1944,Zholtovsky,Zholtovsky,Ivan,person,http://viaf.org/viaf/23837172,https://en.wikipedia.org/wiki/Ivan_Zholtovsky,,11/27/1867,7/16/1959,0,0,term1 term2 term3 term4 term5
429,2002,Zumthor,Zumthor,Peter,person,http://viaf.org/viaf/19852324,https://en.wikipedia.org/wiki/Peter_Zumthor,,4/26/1943,,9999,,term1 term2 term3 term4 term5
430,1961,Johansen,Johansen,John M.,person,http://viaf.org/viaf/113523673,https://en.wikipedia.org/wiki/John_M._Johansen,,6/29/1916,10/26/2012,0,0,term1 term2 term3 term4 term5
,,,Moore,Charles Herbert,,http://viaf.org/viaf/50154315,https://en.wikipedia.org/wiki/Charles_Herbert_Moore,,4/10/1840,2/15/1930,9999,,term1 term2 term3 term4 term5
431,1914,AMSTERDAM SCHOOL,AMSTERDAM SCHOOL,,,,,,,,,,
